IO No.,Type,Customer,Due Date,IO date,A-ES,ATD,Supplier Invoice,ATA LG,ATA PU,ATA,AS Received,QC LG,QC PU,QC Receive,QC Stock,QC AS,QC REQ,QC,TRA,Price,Invoice Date,Stock For Sale,PO Receive date,App,IO Type,ATD,PO Due Date,Province,IO Ready
8010-22,S,"Siam Kraft Industry Co., Ltd ( Ban Pong )",6/5/2022,9/3/2022,,,,,,,,,,11/3/2022,11/3/2022,,,11/3/2022,27/4/2022,"77,000",27/4/2022,,8/3/2022,UL,L-M,,06/05/2022,ราชบุรี,09/03/2022
8011-22,S,Thai Rayon Public Company Limited,8/4/2022,9/3/2022,,,,,,,,,,,,,,,7/4/2022,"55,800",7/4/2022,,08/03/2022,UL,L-M,,8/4/2022,,
8012-22,S,Thai Rayon Public Company Limited,13/5/2022,14/3/2022,,8/4/2022,,,,,,,,11/5/2022,11/5/2022,,,11/5/2022,12/5/2022,"185,000",12/5/2022,,14/03/2022,UL,L-M,8/4/2022,13/5/2022,,14/03/2022
8013-22,S,"Maximize Innovation Co., Ltd.",25/3/2022,17/3/2022,,,,,,,,,,,,,,,18/3/2022,"5,000",18/3/2022,,16/03/2022,MO,L-M,,3/3/2022,สมุทรปราการ,
8014-22,S,"GENERAL HOSPITAL PRODUCTS PUBLIC CO.,LTD.",18/4/2022,18/3/2022,,,,,,,,,,6/4/2022,6/4/2022,,,6/4/2022,18/4/2022,"46,000",18/4/2022,,18/03/2022,PD,L-M,,13/04/2022,ปทุมธานี,14/03/2022
8015-22,S,TPT Petrochemicals Public Company Limited,1/7/2022,29/3/2022,,26/4/2022,,,,,,,,13/5/2022,13/5/2022,,,13/5/2022,18/5/2022,"133,000",18/5/2022,,28/03/2022,UL,L-M,26/4/2022,01/07/2022,,30/03/2022
8016-22,S,"Circular Energy Co., Ltd.",9/5/2022,5/4/2022,,,,,,,,,,7/4/2022,7/4/2022,,,7/4/2022,25/5/2022,"50,600",25/5/2022,,,UL,L-M,,09/05/2022,ปทุมธานี,11/05/2022
8017-22,S,"Yearrakarn Co., Ltd.",5/5/2022,5/4/2022,,,,,,,,,,,,,,,10/5/2022,"70,000",10/5/2022,,05/04/2022,UL,L-M,,05/05/2022,สมุทรสาคร,06/04/2022
8018-22,S,"Siam Kraft Industry Co., Ltd ( Ban Pong )",20/10/2022,8/4/2022,,,,,,,,,,29/4/2022,29/4/2022,,,29/4/2022,14/10/2022,"306,000",14/10/2022,,06/04/2022,RS,L-M,,16/9/2022,ราชบุรี,18/04/2022
8019-22,S,"Asia Pacific Petrochemical Co., Ltd. Mae Nam Tank Terminal ( MNT  )",6/5/2022,18/4/2022,,,,,,,,,,20/4/2022,20/4/2022,,,20/4/2022,3/5/2022,"29,250",3/5/2022,,18/04/2022,UL,L-M,,01/04/2022,สมุทรปราการ,18/4/2022
8020-22,S,Thai Rayon Public Company Limited,19/7/2022,18/4/2022,,20/5/2022,,,,,,,,9/8/2022,9/8/2022,,,9/8/2022,11/7/2022,"111,465",11/7/2022,,18/04/2022,UL,L-M,20/5/2022,19/07/2022,,19/04/2022
8021-22,S,Thai Rayon Public Company Limited,20/10/2022,18/4/2022,,5/5/2022,,,,,,,,,,,,,7/10/2022,"430,000",7/10/2022,,18/04/2022,UL,L-M,5/5/2022,10/6/2022,,19/04/2022
8022-22,S,BASF (Thai) Ltd.,13/5/2022,27/4/2022,,,,,,,,,,29/4/2022,29/4/2022,,,29/4/2022,4/5/2022,"70,000",4/5/2022,,,UL,L-M,,29/4/2022,ระยอง,29/04/2022
8023-22,S,Double A (1991) Public Company Limited,31/3/2023,27/4/2022,,,,,,,,,,13/10/2022,13/10/2022,,,13/10/2022,7/3/2023,"165,000",16/3/2023,,27/04/2022,UL,L-M,,31/5/2022,ปราจีนบุรี,07/05/2022
8024-22,S,"Yearrakarn Co., Ltd.",7/6/2022,29/4/2022,,,,,,,,,,,,,,,10/5/2022,"6,000",10/5/2022,,,RS,L-M,,07/06/2022,สมุทรสาคร,09/05/2022
8025-22,S,"Productive Vacuum Technology Co., Ltd.",31/5/2022,3/5/2022,,,,,,,,,,,,,,,,"71,000",,,03/05/2022,MO,L-M,,31/5/2022,กรุงเทพมหานคร,06/05/2022
8026-22,S,Thai Rayon Public Company Limited,16/8/2022,12/5/2022,,30/5/2022,,,,,,,,24/6/2022,24/6/2022,,,24/6/2022,22/8/2022,"129,465",22/8/2022,,12/05/2022,UL,L-M,30/5/2022,16/08/2022,,12/05/2022
8027-22,S,"SAHAVIRIYA STEEL INDUSTRIES PUBLIC CO., LTD.",27/6/2022,13/5/2022,,,,,,,,,,,,,,,27/6/2022,"81,000",27/6/2022,,12/05/2022,UL,L-M,,27/06/2022,ประจวบคีรีขันธ์,
8028-22,S,"SAHAVIRIYA STEEL INDUSTRIES PUBLIC CO., LTD.",12/10/2022,13/5/2022,,8/8/2022,,,,,,,,,,,,,3/10/2022,"338,000",3/10/2022,,13/05/2022,UL,L-M,8/8/2022,12/10/2022,ประจวบคีรีขันธ์,
8029-22,S,"Productive Vacuum Technology Co., Ltd.",7/6/2022,20/5/2022,,,,,,,,,,,,,,,21/6/2022,"91,000",7/6/2022,,19/05/2022,RS,L-M,,31/5/2022,กรุงเทพมหานคร,20/5/2022
8030-22,S,Thai Rayon Public Company Limited,22/8/2022,20/5/2022,,29/6/2022,,,,,,,,24/6/2022,24/6/2022,,,24/6/2022,22/8/2022,"129,465",22/8/2022,,20/5/2022,UL,L-M,29/6/2022,22/8/2022,,20/5/2022
8031-22,S,"Siam Kraft Industry Co., Ltd ( Wang-Sala )",7/7/2022,24/5/2022,,,,,,,,,,30/5/2022,30/5/2022,,,30/5/2022,16/6/2022,"30,000",16/6/2022,,24/05/2022,UL,L-M,,7/7/2022,กาญจนบุรี,25/05/2022
8032-22,S,"Chok Chai Starch Co., Ltd.",16/6/2022,1/6/2022,,,,,,,,,,15/6/2022,15/6/2022,,,15/6/2022,30/6/2022,"55,000",30/6/2022,,1/6/2022,RS,L-M,,16/06/2022,อุทัยธานี,04/06/2022
8033-22,S,Dole Thailand Limited,17/2/2023,3/6/2022,,,,,,,,,,,,,,,30/1/2023,"58,000",30/1/2023,,31/5/2022,UL,L-M,,24/06/2022,ประจวบคีรีขันธ์,03/06/2022
8034-22,S,"Siam Kraft Industry Co., Ltd ( Wang-Sala )",11/7/2022,13/6/2022,,,,,,,,,,,,,,,11/7/2022,"28,000",11/7/2022,,13/6/2022,UL,L-M,,11/07/2022,กาญจนบุรี,14/6/2022
8035-22,S,"Saharoj Textile (1991) CO.,LTD.",23/6/2022,17/6/2022,,,,,,,,,,23/6/2022,23/6/2022,,,23/6/2022,23/6/2022,"17,000",23/6/2022,,17/6/2022,RS,L-M,,23/06/2022,สมุทรปราการ,17/06/2022
8036-22,S,หจก.เทพเพ็ญวานิสย์,23/6/2022,23/6/2022,,,,,,,,,,,,,,,23/6/2022,"1,500",23/6/2022,,,RS,L-M,,23/06/2022,กรุงเทพมหานคร,23/06/2022
8037-22,S,"Productive Vacuum Technology Co., Ltd.",10/8/2022,27/6/2022,,,,,,,,,,,,,,,11/8/2022,"80,000",11/8/2022,,27/6/2022,UL,L-M,,8/7/2022,กรุงเทพมหานคร,29/06/2022
8038-22,S,"AGC Chemicals (Thailand) Co., Ltd.",6/7/2022,27/6/2022,,,,,,,,,,,,,,,19/7/2022,"90,250",19/7/2022,,23/06/2022,UL,L-M,,06/07/2022,สมุทรปราการ,27/6/2022
8039-22,S,"AGC Chemicals (Thailand) Co., Ltd.",5/7/2022,27/6/2022,,,,,,,,,,,,,,,19/7/2022,"9,500",19/7/2022,,23/6/2022,UL,L-M,,05/07/2022,สมุทรปราการ,27/6/2022
8040-22,S,Dole Thailand Limited,17/2/2023,27/6/2022,,10/7/2022,,,,,,,,,,,,,30/1/2023,"85,560",30/1/2023,,27/6/2022,UL,L-M,10/7/2022,29/7/2022,ประจวบคีรีขันธ์,29/06/2022
8041-22,S,Huntsman (Thailand) Ltd.,5/8/2022,27/6/2022,,,,,,,,,,,,,,,4/7/2022,"32,550",4/7/2022,,,UL,L-M,,05/08/2022,สมุทรสาคร,30/06/2022
8042-22,S,"Great Glove (Thailand) Co., Ltd.",8/9/2022,29/6/2022,,,,,,,,,,7/9/2022,7/9/2022,,,7/9/2022,8/9/2022,"63,705",8/9/2022,,29/6/2022,RS,L-M,,15/7/2022,ภูเก็ต,01/07/2022
8043-22,S,Thai Rayon Public Company Limited,29/7/2022,30/6/2022,,,,,,,,,,,,,,,2/8/2022,"68,000",2/8/2022,,,RS,L-M,,29/07/2022,,12/07/2022
8044-22,S,"Covestro (Thailand) Co., Ltd.",23/8/2022,11/7/2022,,,,,,,,,,,,,,,19/8/2022,"28,800",19/8/2022,,,RS,L-M,,29/07/2022,ระยอง,17/8/2022
8045-22,S,"Siam Kraft Industry Co., Ltd ( Wang-Sala )",30/9/2022,12/7/2022,,29/7/2022,,,,,,,,,,,,,29/9/2022,"80,000",29/9/2022,,13/7/2022,RS,L-M,29/7/2022,10/08/2022,กาญจนบุรี,15/07/2022
8046-22,S,BASF (Thai) Limited,9/8/2022,18/7/2022,,,,,,,,,,,,,,,6/8/2022,"25,000",6/8/2022,,,UL,L-M,,30/07/2022,สมุทรปราการ,3/8/2022
8047-22,S,"GENERAL CANDY CO.,LTD",11/8/2022,25/7/2022,,,,,,,,,,29/7/2022,29/7/2022,,,29/7/2022,6/8/2022,"15,000",6/8/2022,,25/7/2022,RS,L-M,,11/08/2022,นนทบุรี,25/7/2022
8048-22,S,Aditya Birla Chemicals (Thailand) Limited,19/8/2022,1/8/2022,,,,,,,,,,,,,,,19/8/2022,"170,000",19/8/2022,,,RS,L-M,,19/08/2022,ระยอง,16/8/2022
8049-22,S,"Great Glove (Thailand) Co., Ltd.",8/9/2022,3/8/2022,,,,,,,,,,,,,,,12/9/2022,"27,000",12/9/2022,,3/8/2022,RS,L-M,,22/8/2022,ภูเก็ต,04/08/2022
8050-22,S,"Circular Energy Co., Ltd.",31/8/2023,5/8/2022,,,,,,,,,,,,,,,,"247,000",,,5/8/2022,UL,L-M,,31/08/2023,ปทุมธานี,
8051-22,S,"Circular Energy Co., Ltd.",12/11/2022,15/8/2022,,,,,,,,,,,,,,,17/10/2022,"17,130",17/10/2022,,,RS,L-M,,12/11/2022,ปทุมธานี,12/10/2022
8052-22,I,"All Coco Group Co.,LTD.",3/9/2022,16/8/2022,,,,,,,,,,17/8/2022,17/8/2022,,,17/8/2022,5/9/2022,"20,000",5/9/2022,,16/8/2022,RS,L-S,,16/08/2022,สมุทรสาคร,17/08/2022
8053-22,S,Double A (1991) Public Company Limited,20/10/2022,18/8/2022,,,,,,,,,,11/10/2022,11/10/2022,,,11/10/2022,6/10/2022,"93,000",6/10/2022,,17/8/2022,RS,L-M,,30/09/2022,ปราจีนบุรี,19/08/2022
8054-22,S,Aditya Birla Chemicals (Thailand) Limited,22/9/2022,18/8/2022,,,,,,,,,,,,,,,19/8/2022,"9,000",19/8/2022,,10/8/2022,RS,L-M,,22/09/2022,ระยอง,17/08/2022
8055-22,S,Unilever Thai Holdings Ltd.,16/9/2022,19/8/2022,,,,,,,,,,26/8/2022,26/8/2022,,,26/8/2022,16/9/2022,"55,000",16/9/2022,,19/8/2022,RS,L-M,,16/08/2022,กรุงเทพมหานคร,19/08/2022
8056-22,S,"Siam Kraft Industry Co., Ltd ( Wang-Sala )",6/9/2022,19/8/2022,,,,,,,,,,,,,,,6/9/2022,"5,000",6/9/2022,,19/8/2022,RS,L-M,,6/9/2022,กาญจนบุรี,19/08/2022
8057-22,S,"Circular Energy Co., Ltd.",16/9/2022,22/8/2022,,,,,,,,,,22/8/2022,22/8/2022,,,22/8/2022,25/8/2022,"4,000",,,,RS,L-M,,26/8/2022,ปทุมธานี,
8058-22,S,"Circular Energy Co., Ltd.",2/9/2022,24/8/2022,,,,,,,,,,12/9/2022,12/9/2022,,,12/9/2022,25/8/2022,"122,999",17/10/2022,,,RS,L-M,,02/09/2022,ปทุมธานี,12/10/2022
8059-22,S,"Covestro (Thailand) Co., Ltd.",8/9/2022,29/8/2022,,,,,,,,,,,,,,,2/9/2022,"10,000",2/9/2022,,,RS,L-M,,8/9/2022,ระยอง,01/09/2022
8060-22,S,"DANAI PUMPS CO., LTD. ",30/4/2023,1/9/2022,,,,,,,,,,,,,,,,"90,720",,,,RS,L-M,,10/09/2022,,
8061-22,S,Thai Rayon Public Company Limited,17/2/2023,5/9/2022,,,,,,,,,,,,,,,28/11/2022,"430,000",28/11/2022,,5/9/2022,RS,L-M,,16/11/2022,,6/9/2022
8062-22,S,"AGC Vinythai Public Co.,Ltd",14/10/2022,15/9/2022,,,,,,,,,,,,,,,14/10/2022,"38,000",14/10/2022,,15/9/2022,RS,L-M,,30/09/2022,,19/9/2022
8063-22,S,THAI CANE PAPER PUBLIC COMPANY LIMITED,17/10/2022,19/9/2022,,,,,,,,,,,,,,,18/10/2022,"25,000",18/10/2022,,19/9/2022,RS,L-M,,17/10/2022,ปราจีนบุรี,20/09/2022
8064-22,S,"AI ENERGY Co.,Ltd",20/10/2022,21/9/2022,,,,,,,,,,29/9/2022,29/9/2022,,,29/9/2022,18/10/2022,"35,000",18/10/2022,,21/9/2022,RS,L-M,,30/9/2022,สมุทรสาคร,22/09/2022
8065-22,S,Double A (1991) Public Company Limited,28/10/2022,29/9/2022,,,,,,,,,,27/10/2022,27/10/2022,,,27/10/2022,18/10/2022,"161,500",18/10/2022,,28/9/2022,UL,L-M,,28/10/2022,ปราจีนบุรี,30/9/2022
8066-22,S,Double A (1991) Public Company Limited,28/4/2023,30/9/2022,,,,,,,,,,,,,,,2/11/2022,"285,000",2/11/2022,,30/9/2022,RS,L-M,,28/04/2023,ปราจีนบุรี,03/10/2022
8067-22,S,RAYONG FOOD&SEASONING COMPANY LIMITED,4/11/2022,7/10/2022,,,,,,,,,,,,,,,4/11/2022,"27,000",4/11/2022,,7/10/2022,RS,L-M,,4/11/2022,ระยอง,07/10/2022
8068-22,S,"PANJAPOL PULP INDUSTRY PUBLIC CO., LTD.",29/12/2022,12/10/2022,,21/10/2022,,,,,,,,5/11/2022,5/11/2022,,,5/11/2022,,"85,000",,,11/10/2022,UL,L-M,21/10/2022,25/11/2022,,13/10/2022
8069-22,S,304 INDUSTRIAL PARK,29/12/2022,12/10/2022,,,,,,,,,,23/11/2022,23/11/2022,,,23/11/2022,15/12/2022,"79,000",15/12/2022,,12/10/2022,UL,L-M,,25/10/2022,ปราจีนบุรี,12/10/2022
8070-22,S,"Asia Pacific Petrochemical Co., Ltd. Mae Nam Tank Terminal ( MNT  )",25/10/2022,19/10/2022,,,,,,,,,,20/10/2022,20/10/2022,,,20/10/2022,21/10/2022,"20,000",21/10/2022,,19/10/2022,UL,L-M,,25/10/2022,สมุทรปราการ,
8071-22,S,ประปาชนบทตำบลนาเกลือ,30/4/2023,19/10/2022,,,,,,,,,,,,,,,,"29,700",,,,RS,L-M,,04/11/2022,สมุทรปราการ,
8072-22,S,"Siam Food (2513) Co., Ltd.",25/11/2022,26/10/2022,,,,,,,,,,,,,,,17/11/2022,"18,000",17/11/2022,,26/10/2022,UL,L-M,,08/11/2022,กรุงเทพมหานคร,27/10/2022
8073-22,S,"SAHAVIRIYA STEEL INDUSTRIES PUBLIC CO., LTD.",27/12/2022,27/10/2022,,,,,,,,,,,,,,,14/11/2022,"81,000",14/11/2022,,27/10/2022,UL,L-M,,27/12/2022,ประจวบคีรีขันธ์,31/10/2022
8074-22,S,RCI Labscan Limited,18/11/2022,2/11/2022,,,,,,,,,,15/11/2022,15/11/2022,,,15/11/2022,17/11/2022,"50,000",2/12/2022,,02/11/2022,UL,L-M,,18/11/2022,สมุทรสาคร,
8075-22,S,"Circular Energy Co., Ltd.",13/1/2023,21/11/2022,,,,,,,,,,23/11/2022,23/11/2022,,,23/11/2022,5/1/2023,"28,037",5/1/2023,,,RS,L-M,,20/12/2022,ปทุมธานี,3/1/2023
8076-22,S,"Asia Pacific Petrochemical Co., Ltd. Mae Nam Tank Terminal ( MNT  )",16/1/2023,22/11/2022,,,,,,,,,,12/12/2022,12/12/2022,,,12/12/2022,5/1/2023,"50,000",5/1/2023,,,RS,L-M,,30/11/2022,สมุทรปราการ,25/11/2022
8077-22,S,"Global Utilities Service Co., Ltd ( GUSCO )",15/3/2023,6/12/2022,,21/2/2023,,,,,,,,,,,,,28/12/2022,"100,000",28/12/2022,,06/12/2022,UL,L-M,21/2/2023,31/12/2022,,27/12/2022
8078-22,S,Manthana Onnut-Wongwaen Housing Estate Corporation,6/12/2023,7/12/2022,,,,,,,,,,,,,,,,"40,000",,,07/12/2022,UL,L-M,,6/12/2023,กรุงเทพมหานคร,8/12/2022
8079-22,I,Dole Thailand Limited,17/2/2023,7/12/2022,,,,,,,,,,,,,,,30/1/2023,"45,000",30/1/2023,,07/12/2022,RS,L-S,,31/01/2023,ประจวบคีรีขันธ์,08/12/2022
8080-22,S,"DANAI PUMPS CO., LTD. ",30/4/2023,15/12/2022,,,,,,,,,,,,,,,,"156,417",,,,RS,L-M,,30/12/2022,,
8081-22,S,"Circular Energy Co., Ltd.",5/1/2023,27/12/2022,,,,,,,,,,28/12/2022,28/12/2022,,,28/12/2022,5/1/2023,"37,383",5/1/2023,,27/12/2022,UL,L-M,,05/01/2023,ปทุมธานี,
8082-22,S,Thai Rayon Public Company Limited,17/2/2023,27/12/2022,,,,,,,,,,,,,,,10/2/2023,"65,000",10/2/2023,,27/12/2022,RS,L-M,,31/12/2022,,27/12/2022
9001-22,I,"Bangchak Bioethanol Co,. Ltd",3/2/2022,15/1/2022,,,,,,,,,,,,,,,3/2/2022,0,,,,NP,L-W,,10/01/2022,ฉะเชิงเทรา,
9002-22,I,"CHAO KHUN AGRO PRODUCTS CO., LTD.",13/5/2022,23/3/2022,,,,,,,,,,6/4/2022,6/4/2022,,,6/4/2022,13/5/2022,0,13/5/2022,,,UL,L-W,,20/12/2021,สระบุรี,7/4/2022
9003-22,I,Patum Vegetable Oil Company Limited,15/7/2020,11/4/2022,,,,,,,,,,18/4/2022,18/4/2022,,,18/4/2022,,0,,,,UL,S-W,,15/07/2020,ปทุมธานี,
9004-22,I,THAI COLD ROLLED STEEL SHEET PUBLIC COMPANY LIMITED,18/10/2021,5/5/2022,,,,,,,,,,9/5/2022,9/5/2022,,,9/5/2022,,0,,,,NP,S-W,,18/10/2021,ประจวบคีรีขันธ์,
9005-22,I,PTT Global Chemical Public Company Limited,20/6/2022,4/6/2022,,,,,,,,,,,,,,,,0,,,,UL,A-W,,20/06/2022,ระยอง,
9006-22,A,"Siam Kraft Industry Co., Ltd ( Ban Pong )",8/10/2021,29/7/2022,,,,,,,,,,5/8/2022,5/8/2022,,,,,0,,,,MO,S-W,,08/10/2021,ราชบุรี,
9007-22,I,THAI CANE PAPER PUBLIC COMPANY LIMITED,31/8/2022,2/8/2022,,,,,,,,,,,,,,,,0,,,,UL,L-W,,28/05/2021,กาญจนบุรี,31/08/2022
9008-22,I,"Siam Kraft Industry Co., Ltd ( Wang-Sala )",24/12/2021,4/8/2022,,,,,,,,,,8/8/2022,8/8/2022,,,8/8/2022,11/8/2022,0,,,,NP,L-W,,24/12/2021,กาญจนบุรี,
9009-22,I,"Sime Darby Oils Nonthaburi Co., Ltd.",3/11/2021,7/9/2022,,,,,,,,,,8/9/2022,8/9/2022,,,8/9/2022,8/9/2022,0,,,,UL,S-W,,03/11/2021,นนทบุรี,
9010-22,A,Double A (1991) Public Company Limited,28/1/2022,29/9/2022,,,,,,,,,,,,,,,,0,,,,SI,A-W,,28/01/2022,ปราจีนบุรี,
9011-22,I,"Vinythai Public Co.,Ltd",,26/10/2022,,20/10/2022,,,,,,,,,,,,,,0,,,,MO,A-W,20/10/2022,01/01/1970,,
9012-22,I,Thai Beverage Energy Company Limited,25/1/2023,28/11/2022,,29/11/2022,,,,,,,,,,,,,8/12/2022,0,,,,SI,A-W,29/11/2022,25/01/2023,กาญจนบุรี,
9013-22,S,"CHAO KHUN AGRO PRODUCTS CO., LTD.",20/12/2021,18/12/2022,,,,,,,,,,,,,,,,0,,,,SI,L-W,,20/12/2021,สระบุรี,
9014-22,S,Patum Vegetable Oil Company Limited,31/3/2022,20/12/2022,,23/12/2022,,,,,,,,28/12/2022,28/12/2022,,,28/12/2022,,0,,,,SI,A-W,23/12/2022,31/03/2022,ปทุมธานี,26/12/2022
9901-22,I,"SEA CREST MARINE  CO.,LTD.",20/1/2023,20/10/2022,,,,,,,,,,,,,,,,"15,725",,,,UL,A-I,,20/01/2023,สมุทรปราการ,
1001-23,I,"Metro M.D.F. Co.,Ltd. (Karnchanaburi)",1/4/2023,3/1/2023,,,,,,,,,,,,,,,2/3/2023,"86,000",2/3/2023,,3/1/2023,TW,L-S,,01/04/2023,กาญจนบุรี,04/01/2023
1002-23,S,"Siam Kraft Industry Co., Ltd ( Ban Pong )",31/12/2023,3/1/2023,A-ES,,,,,,,,,,,,,,,"252,000",,,3/1/2023,UL,L-M,,31/12/2023,ราชบุรี,
1003-23,S,"Thai Paper Co., Ltd. ( Ban Pong )",31/12/2023,3/1/2023,A-ES,,,,,,,,,,,,,,,"228,000",,,3/1/2023,UL,L-M,,31/12/2023,ราชบุรี,
1004-23,A,"Poweractive Engineering Co., Ltd.",31/3/2023,3/1/2023,,24/2/2023,,,,,,,,,,,,,,"440,000",,,,SI,A-S,24/2/2023,14/03/2023,สงขลา,12/1/2023
1005-23,I,Patum Vegetable Oil Company Limited,17/2/2023,4/1/2023,,,,,,,,,,6/2/2023,6/2/2023,,,6/2/2023,2/2/2023,"34,500",2/2/2023,S-S,4/1/2023,NP,S-S,,17/02/2023,ปทุมธานี,6/1/2023
1006-23,I,"Siam Kraft Industry Co., Ltd ( Wang-Sala )",31/3/2023,4/1/2023,,20/3/2023,,,,,,,,,,,,,,"42,000",,,4/1/2023,TW,A-S,20/3/2023,06/03/2023,กาญจนบุรี,4/1/2023
1007-23,A,Thai Rayon Public Company Limited,7/7/2023,7/1/2023,,20/3/2023,,,,,,,,,,,,,,"530,000",,,7/1/2023,TW,A-S,20/3/2023,07/07/2023,,7/1/2023
1008-23,I,Phoenix Pulp & Paper Public Company Limited,23/2/2023,9/1/2023,,31/1/2023,,,,,,,,,,,,,10/2/2023,"64,400",10/2/2023,,9/1/2023,UL,A-S,31/1/2023,23/02/2023,ขอนแก่น,
1009-23,I,"Thai Paper Co., Ltd. ( Ban Pong )",6/3/2023,11/1/2023,,,,,,,,,,13/1/2023,13/1/2023,,,13/1/2023,25/1/2023,"20,200",25/1/2023,S-S,11/1/2023,UL,S-S,,06/03/2023,ราชบุรี,
1010-23,I,"The Siam Cement ( Kaeng Khoi ) Co.,Ltd.",8/6/2023,12/1/2023,,,,,,,,,,,,,,,,"31,500",,,9/1/2023,TW,L-S,,8/6/2023,ชลบุรี,
1011-23,I,"Taniobis Co., Ltd.",20/8/2023,12/1/2023,,15/6/2023,,,,,,,,,,,,,,"1,250,000",,,12/1/2023,UL,A-S,15/6/2023,20/08/2023,,12/1/2023
1012-23,I,Chan Wanich Security Printing Company Limited ( สมุทรปราการ ),28/4/2023,12/1/2023,,,,,,,,,,,,,,,,"6,450",,,12/1/2023,TW,L-S,,13/03/2023,สมุทรปราการ,12/02/2023
1013-23,I,Patum Vegetable Oil Company Limited,27/1/2023,12/1/2023,,,,,,,,,,27/1/2023,27/1/2023,,,27/1/2023,20/1/2023,"8,000",20/1/2023,S-S,09/01/2023,TW,S-S,,27/01/2023,ปทุมธานี,
1014-23,I,Electricity Generating Authority of Thailand (EGAT โรงไฟฟ้าแม่เมาะ),6/4/2023,12/1/2023,,,,,,,,,,,,,,,,"46,000",,,09/01/2023,TW,L-S,,6/4/2023,ลำปาง,13/01/2023
1015-23,I,"Siam Kraft Industry Co., Ltd ( Ban Pong )",6/2/2023,13/1/2023,,,,,,,,,,27/1/2023,27/1/2023,,,27/1/2023,25/1/2023,"64,000",25/1/2023,S-S,10/01/2023,TW,S-S,,06/02/2023,ราชบุรี,
1016-23,I,Double A (1991) Public Company Limited,27/1/2023,13/1/2023,,,,,,,,,,27/1/2023,27/1/2023,,,27/1/2023,26/1/2023,"50,000",26/1/2023,S-S,12/01/2023,TW,S-S,,27/1/2023,ปราจีนบุรี,
1017-23,I,"Siam Kraft Industry Co., Ltd ( Wang-Sala )",13/3/2023,13/1/2023,,8/3/2023,,,,,,,,,,,,,15/3/2023,"36,000",15/3/2023,,13/01/2023,NP,A-S,8/3/2023,13/03/2023,กาญจนบุรี,17/01/2023
1018-23,I,"West Coast Engineering Co., Ltd",6/2/2023,13/1/2023,,,,,,,,,,,,,,,24/1/2023,"21,000",24/1/2023,,12/01/2023,TW,L-S,,6/2/2023,ประจวบคีรีขันธ์,13/01/2023
1019-23,S,PTT Asahi Chemical Company Limited,31/12/2023,13/1/2023,A-ES,,,,,,,,,,,,,,,"288,000",,,12/01/2023,UL,L-M,,31/12/2023,ระยอง,
1020-23,S,"SINGBURI SUGAR CO., LTD.",31/10/2023,13/1/2023,A-ES,,,,,,,,,,,,,,,"250,000",,,12/01/2023,UL,L-M,,31/10/2023,สิงห์บุรี,
1021-23,A,"Funtum Co., Ltd.",1/6/2023,13/1/2023,,30/4/2023,,,,,,,,,,,,,,"149,000",,,,UL,A-S,30/4/2023,01/06/2023,กรุงเทพมหานคร,19/01/2023
1022-23,I,"Thai Paper Co., Ltd. ( Ban Pong )",30/4/2023,13/1/2023,,18/2/2023,,,,,,,,,,,,,,"100,000",,,13/01/2023,TW,A-S,18/2/2023,14/03/2023,ราชบุรี,16/01/2023
1023-23,I,"Thai Paper Co., Ltd. ( Ban Pong )",15/2/2023,16/1/2023,,13/2/2023,,,,,,,,27/1/2023,27/1/2023,,,27/1/2023,23/2/2023,"68,000",23/2/2023,,16/01/2023,TW,A-S,13/2/2023,15/02/2023,ราชบุรี,17/01/2023
1024-23,I,BBGI BIO ETHANOL (Chachoengsao) COMPANY LIMITED,3/2/2023,16/1/2023,,,,,,,,,,27/1/2023,27/1/2023,,,27/1/2023,26/1/2023,"76,000",26/1/2023,S-S,16/01/2023,TW,S-S,,03/02/2023,ฉะเชิงเทรา,16/01/2023
1025-23,I,"Klongluang Utilities Co., Ltd.",13/3/2023,16/1/2023,,3/2/2023,,,,,,,,,,,,,22/2/2023,"372,780",22/2/2023,,16/01/2023,UL,A-S,3/2/2023,13/3/2023,กรุงเทพมหานคร,17/01/2023
1026-23,I,THAI CANE PAPER PUBLIC COMPANY LIMITED,19/5/2023,19/1/2023,,15/4/2023,,,,,,,,,,,,,,"158,000",,,19/01/2023,UL,A-S,15/4/2023,19/05/2023,กาญจนบุรี,20/01/2023
1027-23,I,Thai Plastic and Chemicals Public Company Limited ( Rayong ),25/5/2023,20/1/2023,,9/3/2023,,,,,,,,,,,,,,"26,500",,,20/01/2023,UL,A-S,9/3/2023,25/5/2023,ระยอง,23/01/2023
1028-23,I,"Siam Kraft Industry Co., Ltd ( Wang-Sala )",22/5/2023,20/1/2023,,24/3/2023,,,,,,,,,,,,,,"100,000",,,20/01/2023,UL,A-S,24/3/2023,22/05/2023,กาญจนบุรี,23/01/2023
1029-23,A,"TTCL Public Co.,Ltd.",29/9/2023,20/1/2023,,,,,,,,,,,,,,,,"16,000,000",,,,SI,A-S,,29/09/2023,กรุงเทพมหานคร,
1030-23,I,THAI CANE PAPER PUBLIC COMPANY LIMITED,28/4/2023,20/1/2023,,15/2/2023,,,,,,,,,,,,,10/3/2023,"85,000",10/3/2023,,,SI,A-S,15/2/2023,28/4/2023,ปราจีนบุรี,23/01/2023
